Year,GEO,UOM,variable,decile,value
93,Iran,Consumption (Grams) per month per capita,Yogurt,4,1302.053971
93,Iran,Consumption (Grams) per month per capita,Fruit,4,4870.816249
93,Iran,Consumption (Grams) per month per capita,Bread,4,10294.23528
93,Iran,Consumption (Grams) per month per capita,Milk,4,3022.584522
93,Iran,Consumption (Grams) per month per capita,Rice,4,3596.142265
93,Iran,Consumption (Grams) per month per capita,Sugar,4,1424.709934
93,Iran,Consumption (Grams) per month per capita,Chicken,4,1785.810692
93,Iran,Consumption (Grams) per month per capita,Meat,9,1269.499976
93,Iran,Consumption (Grams) per month per capita,Rice,9,6290.426254
93,Iran,Consumption (Grams) per month per capita,Sugar,9,2022.203221
93,Iran,Consumption (Grams) per month per capita,Fruit,9,8211.760702
93,Iran,Consumption (Grams) per month per capita,Chicken,9,2530.237874
93,Iran,Consumption (Grams) per month per capita,Bread,9,9848.975159
93,Iran,Consumption (Grams) per month per capita,Milk,9,3987.704653
93,Iran,Consumption (Grams) per month per capita,Rice,10,8868.701412
93,Iran,Consumption (Grams) per month per capita,Sugar,10,2254.720049
93,Iran,Consumption (Grams) per month per capita,Yogurt,10,2531.594769
93,Iran,Consumption (Grams) per month per capita,Fruit,10,11073.17977
93,Iran,Consumption (Grams) per month per capita,Chicken,10,3075.063069
93,Iran,Consumption (Grams) per month per capita,Bread,10,9366.874226
93,Iran,Consumption (Grams) per month per capita,Milk,10,5424.284162
93,Iran,Consumption (Grams) per month per capita,Rice,6,3955.134
93,Iran,Consumption (Grams) per month per capita,Sugar,6,1573.909868
93,Iran,Consumption (Grams) per month per capita,Sugar,7,1685.119391
93,Iran,Consumption (Grams) per month per capita,Meat,8,1150.510511
93,Iran,Consumption (Grams) per month per capita,Sugar,8,1815.583072
93,Iran,Consumption (Grams) per month per capita,Yogurt,8,1725.985281
93,Iran,Consumption (Grams) per month per capita,Fruit,8,7146.578444
93,Iran,Consumption (Grams) per month per capita,Bread,8,9985.451867
93,Iran,Consumption (Grams) per month per capita,Milk,8,3840.381928
93,Iran,Consumption (Grams) per month per capita,Meat,1,395.2726869
93,Iran,Consumption (Grams) per month per capita,Rice,8,5167.330526
93,Iran,Consumption (Grams) per month per capita,Meat,10,1799.311391
93,Iran,Consumption (Grams) per month per capita,Fish,10,1159.621416
93,Iran,Consumption (Grams) per month per capita,Fish,8,732.7069889
93,Iran,Consumption (Grams) per month per capita,Chicken,8,2296.599905
93,Iran,Consumption (Grams) per month per capita,Yogurt,9,1937.856286
93,Iran,Consumption (Grams) per month per capita,Fish,2,506.4526179
93,Iran,Consumption (Grams) per month per capita,Rice,1,2224.690127
93,Iran,Consumption (Grams) per month per capita,Yogurt,1,1002.57887
93,Iran,Consumption (Grams) per month per capita,Fish,9,822.9856161
93,Iran,Consumption (Grams) per month per capita,Fish,4,571.4391468
93,Iran,Consumption (Grams) per month per capita,Fish,1,496.445071
92,Iran,Consumption (Grams) per month per capita,Meat,3,635.6722307
92,Iran,Consumption (Grams) per month per capita,Sugar,3,1493.452996
92,Iran,Consumption (Grams) per month per capita,Yogurt,3,1329.805771
92,Iran,Consumption (Grams) per month per capita,Fruit,3,4286.574544
92,Iran,Consumption (Grams) per month per capita,Chicken,3,1663.478168
92,Iran,Consumption (Grams) per month per capita,Bread,3,10073.06236
92,Iran,Consumption (Grams) per month per capita,Milk,3,2967.899252
92,Iran,Consumption (Grams) per month per capita,Fruit,2,3840.814938
92,Iran,Consumption (Grams) per month per capita,Bread,2,10438.19378
92,Iran,Consumption (Grams) per month per capita,Milk,2,2886.39006
92,Iran,Consumption (Grams) per month per capita,Meat,8,1152.854565
92,Iran,Consumption (Grams) per month per capita,Chicken,8,2353.285962
92,Iran,Consumption (Grams) per month per capita,Bread,8,10327.68708
92,Iran,Consumption (Grams) per month per capita,Milk,8,3849.878603
92,Iran,Consumption (Grams) per month per capita,Rice,3,3556.428354
92,Iran,Consumption (Grams) per month per capita,Meat,9,1385.432747
92,Iran,Consumption (Grams) per month per capita,Rice,9,6628.872584
92,Iran,Consumption (Grams) per month per capita,Sugar,9,2080.21605
92,Iran,Consumption (Grams) per month per capita,Yogurt,9,2100.700952
92,Iran,Consumption (Grams) per month per capita,Fruit,9,7704.715923
92,Iran,Consumption (Grams) per month per capita,Chicken,9,2542.680627
92,Iran,Consumption (Grams) per month per capita,Bread,9,10231.54265
92,Iran,Consumption (Grams) per month per capita,Milk,9,4138.489791
92,Iran,Consumption (Grams) per month per capita,Sugar,8,1952.077391
92,Iran,Consumption (Grams) per month per capita,Yogurt,8,1861.855199
92,Iran,Consumption (Grams) per month per capita,Fruit,8,6760.861835
92,Iran,Consumption (Grams) per month per capita,Meat,10,1806.789115
92,Iran,Consumption (Grams) per month per capita,Rice,10,9371.331455
92,Iran,Consumption (Grams) per month per capita,Sugar,10,2379.294825
92,Iran,Consumption (Grams) per month per capita,Fruit,10,9858.307435
92,Iran,Consumption (Grams) per month per capita,Bread,10,9793.219388
92,Iran,Consumption (Grams) per month per capita,Milk,10,5443.500605
92,Iran,Consumption (Grams) per month per capita,Meat,4,695.4934696
92,Iran,Consumption (Grams) per month per capita,Rice,4,3687.924827
92,Iran,Consumption (Grams) per month per capita,Fish,4,629.5476046
92,Iran,Consumption (Grams) per month per capita,Fruit,4,4621.754577
92,Iran,Consumption (Grams) per month per capita,Chicken,4,1837.334562
92,Iran,Consumption (Grams) per month per capita,Bread,4,10316.67259
92,Iran,Consumption (Grams) per month per capita,Milk,4,3205.34664
92,Iran,Consumption (Grams) per month per capita,Rice,8,5340.669564
92,Iran,Consumption (Grams) per month per capita,Fish,8,809.94876
92,Iran,Consumption (Grams) per month per capita,Sugar,4,1530.666875
92,Iran,Consumption (Grams) per month per capita,Fish,10,1267.758257
92,Iran,Consumption (Grams) per month per capita,Chicken,10,3208.085517
92,Iran,Consumption (Grams) per month per capita,Yogurt,4,1392.248897
92,Iran,Consumption (Grams) per month per capita,Yogurt,10,2740.821066
92,Iran,Consumption (Grams) per month per capita,Chicken,2,1568.115074
92,Iran,Consumption (Grams) per month per capita,Fish,3,595.7358421
92,Iran,Consumption (Grams) per month per capita,Meat,5,761.1542977
92,Iran,Consumption (Grams) per month per capita,Sugar,5,1626.967175
92,Iran,Consumption (Grams) per month per capita,Yogurt,5,1526.384135
92,Iran,Consumption (Grams) per month per capita,Fruit,5,5242.62386
92,Iran,Consumption (Grams) per month per capita,Chicken,5,1941.524932
92,Iran,Consumption (Grams) per month per capita,Bread,5,10676.70917
