GEO,Year,region,decile,Type,value,UOM
Iran,90,Urban,1,Total Income per capita,1293162.637,Rials per month
Iran,90,Rural,3,Total Income per capita,1634382.115,Rials per month
Iran,90,Rural,7,Total Income per capita,2257771.359,Rials per month
Iran,90,Rural,9,Total Income per capita,2996556.418,Rials per month
Iran,90,Rural,5,Total Income per capita,1892043.688,Rials per month
Iran,90,Rural,2,Total Income per capita,1458202.148,Rials per month
Iran,90,Rural,1,Total Income per capita,1146957.567,Rials per month
Iran,90,Rural,4,Total Income per capita,1850286.26,Rials per month
Iran,90,Rural,6,Total Income per capita,2126860.866,Rials per month
Iran,90,Rural,10,Total Income per capita,3867663.941,Rials per month
Iran,90,Rural,8,Total Income per capita,2501623.03,Rials per month
Iran,91,Total,8,Total Income per capita,3937246.218,Rials per month
Iran,91,Total,10,Total Income per capita,6053465.568,Rials per month
Iran,91,Total,4,Total Income per capita,2698834.195,Rials per month
Iran,91,Total,9,Total Income per capita,4425085.181,Rials per month
Iran,91,Total,3,Total Income per capita,2331477.118,Rials per month
Iran,91,Total,1,Total Income per capita,1614321.313,Rials per month
Iran,91,Total,5,Total Income per capita,2869580.036,Rials per month
Iran,91,Total,7,Total Income per capita,3422262.165,Rials per month
Iran,91,Total,6,Total Income per capita,3148411.712,Rials per month
Iran,91,Total,2,Total Income per capita,2044522.754,Rials per month
Iran,91,Urban,8,Total Income per capita,4086088.939,Rials per month
Iran,91,Urban,10,Total Income per capita,6185813.789,Rials per month
Iran,91,Urban,4,Total Income per capita,2880563.009,Rials per month
Iran,91,Urban,9,Total Income per capita,4545122.529,Rials per month
Iran,91,Urban,3,Total Income per capita,2436330.096,Rials per month
Iran,91,Urban,1,Total Income per capita,1762468.803,Rials per month
Iran,91,Urban,5,Total Income per capita,2956191.847,Rials per month
Iran,91,Urban,7,Total Income per capita,3544425.838,Rials per month
Iran,91,Urban,6,Total Income per capita,3280264.763,Rials per month
Iran,91,Urban,2,Total Income per capita,2158438.4,Rials per month
Iran,91,Rural,1,Total Income per capita,1502804.262,Rials per month
Iran,91,Rural,6,Total Income per capita,2678268.341,Rials per month
Iran,91,Rural,7,Total Income per capita,2949592.765,Rials per month
Iran,91,Rural,3,Total Income per capita,2138889.949,Rials per month
Iran,91,Rural,5,Total Income per capita,2615752.824,Rials per month
Iran,91,Rural,10,Total Income per capita,4983639.804,Rials per month
Iran,91,Rural,9,Total Income per capita,3712269.059,Rials per month
Iran,91,Rural,4,Total Income per capita,2285110.983,Rials per month
Iran,91,Rural,2,Total Income per capita,1875173.877,Rials per month
Iran,91,Rural,8,Total Income per capita,3237542.351,Rials per month
Iran,92,Total,3,Total Income per capita,2965916.31,Rials per month
Iran,92,Total,2,Total Income per capita,2556011.204,Rials per month
Iran,92,Total,8,Total Income per capita,4854910.987,Rials per month
Iran,92,Total,9,Total Income per capita,5581736.531,Rials per month
Iran,92,Total,10,Total Income per capita,7724062.952,Rials per month
Iran,92,Total,4,Total Income per capita,3286852.55,Rials per month
Iran,92,Total,5,Total Income per capita,3639111.528,Rials per month
Iran,92,Total,6,Total Income per capita,3862273.663,Rials per month
Iran,92,Total,7,Total Income per capita,4330891.673,Rials per month
Iran,92,Total,1,Total Income per capita,1942185.577,Rials per month
Iran,92,Urban,3,Total Income per capita,3107567.508,Rials per month
Iran,92,Urban,2,Total Income per capita,2706168.006,Rials per month
Iran,92,Urban,8,Total Income per capita,4983344.861,Rials per month
Iran,92,Urban,9,Total Income per capita,5739392.164,Rials per month
Iran,92,Urban,10,Total Income per capita,7879384.562,Rials per month
Iran,92,Urban,4,Total Income per capita,3372576.864,Rials per month
Iran,92,Urban,5,Total Income per capita,3747972.063,Rials per month
Iran,92,Urban,6,Total Income per capita,3956098.101,Rials per month
Iran,92,Urban,7,Total Income per capita,4421599.04,Rials per month
Iran,92,Urban,1,Total Income per capita,2100289.766,Rials per month
Iran,92,Rural,2,Total Income per capita,2385809.454,Rials per month
Iran,92,Rural,4,Total Income per capita,3087441.638,Rials per month
Iran,92,Rural,10,Total Income per capita,6119193.705,Rials per month
Iran,92,Rural,1,Total Income per capita,1843040.71,Rials per month
Iran,92,Rural,3,Total Income per capita,2724516.752,Rials per month
Iran,92,Rural,7,Total Income per capita,3926017.637,Rials per month
Iran,92,Rural,6,Total Income per capita,3549578.415,Rials per month
Iran,92,Rural,5,Total Income per capita,3341396.034,Rials per month
Iran,92,Rural,9,Total Income per capita,4592912.422,Rials per month
Iran,92,Rural,8,Total Income per capita,4140819.695,Rials per month
Iran,93,Total,3,Total Income per capita,3365741.769,Rials per month
Iran,93,Total,2,Total Income per capita,2889276.045,Rials per month
Iran,93,Total,7,Total Income per capita,5112039.02,Rials per month
Iran,93,Total,1,Total Income per capita,2097645.891,Rials per month
Iran,93,Total,6,Total Income per capita,4701582.334,Rials per month
Iran,93,Total,5,Total Income per capita,4222203.837,Rials per month
Iran,93,Total,4,Total Income per capita,3929930.779,Rials per month
Iran,93,Total,9,Total Income per capita,6882114.568,Rials per month
Iran,93,Total,10,Total Income per capita,9688873.023,Rials per month
Iran,93,Total,8,Total Income per capita,5762192.649,Rials per month
Iran,93,Urban,3,Total Income per capita,3493686.724,Rials per month
Iran,93,Urban,2,Total Income per capita,3056002.324,Rials per month
Iran,93,Urban,7,Total Income per capita,5234539.667,Rials per month
Iran,93,Urban,1,Total Income per capita,2273156.166,Rials per month
Iran,93,Urban,6,Total Income per capita,4807771.896,Rials per month
Iran,93,Urban,5,Total Income per capita,4350902.625,Rials per month
Iran,93,Urban,4,Total Income per capita,4052987.987,Rials per month
Iran,93,Urban,9,Total Income per capita,6953135.372,Rials per month
Iran,93,Urban,10,Total Income per capita,9857541.227,Rials per month
Iran,93,Urban,8,Total Income per capita,5852729.082,Rials per month
Iran,93,Rural,5,Total Income per capita,3834939.034,Rials per month
Iran,93,Rural,2,Total Income per capita,2697157.081,Rials per month
Iran,93,Rural,3,Total Income per capita,3159991.352,Rials per month
Iran,93,Rural,4,Total Income per capita,3649884.247,Rials per month
Iran,93,Rural,1,Total Income per capita,2001783.673,Rials per month
Iran,93,Rural,6,Total Income per capita,4303507.979,Rials per month
Iran,93,Rural,7,Total Income per capita,4551553.044,Rials per month
Iran,93,Rural,9,Total Income per capita,6307743.242,Rials per month
Iran,93,Rural,8,Total Income per capita,5275080.863,Rials per month
Iran,93,Rural,10,Total Income per capita,7562661.825,Rials per month
Iran,94,Total,5,Total Income per capita,4969269.557,Rials per month
Iran,94,Total,9,Total Income per capita,8041997.948,Rials per month
Iran,94,Total,1,Total Income per capita,2323212.625,Rials per month
Iran,94,Total,2,Total Income per capita,3356357.552,Rials per month
Iran,94,Total,6,Total Income per capita,5429527.151,Rials per month
Iran,94,Total,7,Total Income per capita,6003406.648,Rials per month
Iran,94,Total,4,Total Income per capita,4416031.341,Rials per month
Iran,94,Total,3,Total Income per capita,3908267.281,Rials per month
Iran,94,Total,10,Total Income per capita,11611879.58,Rials per month
Iran,94,Total,8,Total Income per capita,6665811.257,Rials per month
Iran,94,Urban,5,Total Income per capita,5035959.952,Rials per month
Iran,94,Urban,9,Total Income per capita,8150512.431,Rials per month
Iran,94,Urban,1,Total Income per capita,2554958.856,Rials per month
Iran,94,Urban,2,Total Income per capita,3448151.367,Rials per month
Iran,94,Urban,6,Total Income per capita,5498005.489,Rials per month
Iran,94,Urban,7,Total Income per capita,6090688.9,Rials per month
Iran,94,Urban,4,Total Income per capita,4492990.248,Rials per month
Iran,94,Urban,3,Total Income per capita,4020158.228,Rials per month
Iran,94,Urban,10,Total Income per capita,11678289.26,Rials per month
Iran,94,Urban,8,Total Income per capita,6710191.015,Rials per month
Iran,94,Rural,10,Total Income per capita,10469911.12,Rials per month
Iran,94,Rural,8,Total Income per capita,6394974.277,Rials per month
Iran,94,Rural,6,Total Income per capita,5167711.993,Rials per month
Iran,94,Rural,4,Total Income per capita,4253026.898,Rials per month
Iran,94,Rural,2,Total Income per capita,3246754.849,Rials per month
Iran,94,Rural,5,Total Income per capita,4764450.877,Rials per month
Iran,94,Rural,3,Total Income per capita,3713956.716,Rials per month
Iran,94,Rural,1,Total Income per capita,2201525.821,Rials per month
Iran,94,Rural,9,Total Income per capita,7155068.935,Rials per month
Iran,94,Rural,7,Total Income per capita,5561007.759,Rials per month
Iran,95,Total,2,Total Income per capita,3446785.802,Rials per month
Iran,95,Total,1,Total Income per capita,2483268.679,Rials per month
Iran,95,Total,5,Total Income per capita,5603132.892,Rials per month
Iran,95,Total,3,Total Income per capita,4182664.584,Rials per month
Iran,95,Total,4,Total Income per capita,4962394.685,Rials per month
Iran,95,Total,10,Total Income per capita,13793666.82,Rials per month
Iran,95,Total,6,Total Income per capita,6118217.329,Rials per month
Iran,95,Total,9,Total Income per capita,9200767.076,Rials per month
Iran,95,Total,8,Total Income per capita,8178815.613,Rials per month
Iran,95,Total,7,Total Income per capita,6948785.532,Rials per month
Iran,95,Urban,2,Total Income per capita,3461243.566,Rials per month
Iran,95,Urban,1,Total Income per capita,2632319.276,Rials per month
Iran,95,Urban,5,Total Income per capita,5717664.727,Rials per month
Iran,95,Urban,3,Total Income per capita,4257399.019,Rials per month
Iran,95,Urban,4,Total Income per capita,5120475.915,Rials per month
Iran,95,Urban,10,Total Income per capita,13945164.48,Rials per month
Iran,95,Urban,6,Total Income per capita,6209929.629,Rials per month
Iran,95,Urban,9,Total Income per capita,9300167.043,Rials per month
Iran,95,Urban,8,Total Income per capita,8282141.281,Rials per month
Iran,95,Urban,7,Total Income per capita,7020459.558,Rials per month
Iran,95,Rural,1,Total Income per capita,2399819.818,Rials per month
Iran,95,Rural,3,Total Income per capita,4055481.419,Rials per month
Iran,95,Rural,5,Total Income per capita,5240812.06,Rials per month
Iran,95,Rural,2,Total Income per capita,3430429.244,Rials per month
Iran,95,Rural,6,Total Income per capita,5785672.084,Rials per month
Iran,95,Rural,8,Total Income per capita,7552617.294,Rials per month
Iran,95,Rural,9,Total Income per capita,8302081.188,Rials per month
Iran,95,Rural,4,Total Income per capita,4609189.678,Rials per month
Iran,95,Rural,7,Total Income per capita,6570823.21,Rials per month
Iran,95,Rural,10,Total Income per capita,11248906.13,Rials per month
Iran,96,Total,9,Total Income per capita,11382050.61,Rials per month
Iran,96,Total,3,Total Income per capita,4746807.037,Rials per month
Iran,96,Total,6,Total Income per capita,7043033.241,Rials per month
Iran,96,Total,8,Total Income per capita,9223243.399,Rials per month
Iran,96,Total,5,Total Income per capita,6343828.802,Rials per month
Iran,96,Total,7,Total Income per capita,8179537.649,Rials per month
Iran,96,Total,4,Total Income per capita,5611365.91,Rials per month
Iran,96,Total,2,Total Income per capita,3966777.486,Rials per month
Iran,96,Total,10,Total Income per capita,16395951.18,Rials per month
Iran,96,Total,1,Total Income per capita,2735706.235,Rials per month
Iran,96,Urban,9,Total Income per capita,11459884.18,Rials per month
Iran,96,Urban,3,Total Income per capita,4834732.297,Rials per month
Iran,96,Urban,6,Total Income per capita,7106890.881,Rials per month
Iran,96,Urban,8,Total Income per capita,9319290.419,Rials per month
Iran,96,Urban,5,Total Income per capita,6405133.584,Rials per month
Iran,96,Urban,7,Total Income per capita,8287934.245,Rials per month
Iran,96,Urban,4,Total Income per capita,5762556.854,Rials per month
Iran,96,Urban,2,Total Income per capita,4054799.243,Rials per month
Iran,96,Urban,10,Total Income per capita,16539947.58,Rials per month
Iran,96,Urban,1,Total Income per capita,2960879.108,Rials per month
Iran,96,Rural,2,Total Income per capita,3854801.323,Rials per month
Iran,96,Rural,7,Total Income per capita,7566751.5,Rials per month
Iran,96,Rural,4,Total Income per capita,5237923.93,Rials per month
Iran,96,Rural,6,Total Income per capita,6749502.145,Rials per month
Iran,96,Rural,8,Total Income per capita,8503317.69,Rials per month
Iran,96,Rural,1,Total Income per capita,2602165.033,Rials per month
Iran,96,Rural,5,Total Income per capita,6131238.897,Rials per month
Iran,96,Rural,3,Total Income per capita,4589653.38,Rials per month
Iran,96,Rural,9,Total Income per capita,10678022.47,Rials per month
Iran,96,Rural,10,Total Income per capita,14009858.97,Rials per month
