year,GEO,UOM,variable,decile,value
92,Iran,Price of food items 1000Rials per kg ,Sugar,9,60.87515729
92,Iran,Price of food items 1000Rials per kg ,Yogurt,9,24.39053318
92,Iran,Price of food items 1000Rials per kg ,Fruit,9,26.45301224
92,Iran,Price of food items 1000Rials per kg ,Chicken,9,61.94851239
92,Iran,Price of food items 1000Rials per kg ,Bread,9,12.15519643
92,Iran,Price of food items 1000Rials per kg ,Milk,9,18.78195019
92,Iran,Price of food items 1000Rials per kg ,Rice,9,51.43381285
92,Iran,Price of food items 1000Rials per kg ,Chicken,2,58.1571153
92,Iran,Price of food items 1000Rials per kg ,Chicken,7,61.18502412
92,Iran,Price of food items 1000Rials per kg ,Meat,6,258.281805
92,Iran,Price of food items 1000Rials per kg ,Sugar,6,50.03200058
92,Iran,Price of food items 1000Rials per kg ,Fish,6,142.1316666
92,Iran,Price of food items 1000Rials per kg ,Fruit,6,24.33927826
92,Iran,Price of food items 1000Rials per kg ,Bread,6,12.21448009
92,Iran,Price of food items 1000Rials per kg ,Milk,6,19.13343589
92,Iran,Price of food items 1000Rials per kg ,Sugar,8,55.68863042
92,Iran,Price of food items 1000Rials per kg ,Yogurt,8,24.85672682
92,Iran,Price of food items 1000Rials per kg ,Fruit,8,25.92899115
92,Iran,Price of food items 1000Rials per kg ,Yogurt,1,24.28251264
92,Iran,Price of food items 1000Rials per kg ,Bread,1,13.0755707
92,Iran,Price of food items 1000Rials per kg ,Milk,1,18.15013026
92,Iran,Price of food items 1000Rials per kg ,Yogurt,6,24.4344649
92,Iran,Price of food items 1000Rials per kg ,Meat,3,257.6106772
92,Iran,Price of food items 1000Rials per kg ,Rice,3,46.46120625
92,Iran,Price of food items 1000Rials per kg ,Fish,3,132.3832415
92,Iran,Price of food items 1000Rials per kg ,Fruit,3,23.13332695
92,Iran,Price of food items 1000Rials per kg ,Chicken,3,58.34267641
92,Iran,Price of food items 1000Rials per kg ,Bread,3,12.4041273
92,Iran,Price of food items 1000Rials per kg ,Milk,3,19.51516677
92,Iran,Price of food items 1000Rials per kg ,Chicken,6,60.17656173
92,Iran,Price of food items 1000Rials per kg ,Rice,2,45.97809164
92,Iran,Price of food items 1000Rials per kg ,Meat,2,257.6120899
92,Iran,Price of food items 1000Rials per kg ,Sugar,2,43.38660123
92,Iran,Price of food items 1000Rials per kg ,Meat,1,260.2532623
92,Iran,Price of food items 1000Rials per kg ,Fruit,1,22.65141864
92,Iran,Price of food items 1000Rials per kg ,Sugar,3,45.15159371
92,Iran,Price of food items 1000Rials per kg ,Fish,9,143.9970701
92,Iran,Price of food items 1000Rials per kg ,Rice,8,51.02858568
92,Iran,Price of food items 1000Rials per kg ,Rice,6,48.80383658
92,Iran,Price of food items 1000Rials per kg ,Yogurt,2,24.15568101
92,Iran,Price of food items 1000Rials per kg ,Sugar,1,35.94764813
92,Iran,Price of food items 1000Rials per kg ,Chicken,1,57.18511773
92,Iran,Price of food items 1000Rials per kg ,Yogurt,3,23.80908615
92,Iran,Price of food items 1000Rials per kg ,Rice,1,44.6734008
92,Iran,Price of food items 1000Rials per kg ,Fish,8,146.1531272
92,Iran,Price of food items 1000Rials per kg ,Fish,2,145.0762195
92,Iran,Price of food items 1000Rials per kg ,Fish,1,131.0732843
91,Iran,Price of food items 1000Rials per kg ,Rice,9,34.73502417
91,Iran,Price of food items 1000Rials per kg ,Fish,9,109.7352302
91,Iran,Price of food items 1000Rials per kg ,Fruit,9,19.09031793
91,Iran,Price of food items 1000Rials per kg ,Chicken,9,51.37941483
91,Iran,Price of food items 1000Rials per kg ,Bread,9,11.55865945
91,Iran,Price of food items 1000Rials per kg ,Milk,9,13.48761415
91,Iran,Price of food items 1000Rials per kg ,Meat,10,196.0438954
91,Iran,Price of food items 1000Rials per kg ,Sugar,10,51.08246277
91,Iran,Price of food items 1000Rials per kg ,Yogurt,10,20.21519542
91,Iran,Price of food items 1000Rials per kg ,Fruit,10,20.84744609
91,Iran,Price of food items 1000Rials per kg ,Chicken,10,52.57251797
91,Iran,Price of food items 1000Rials per kg ,Bread,10,11.86752255
91,Iran,Price of food items 1000Rials per kg ,Milk,10,14.57813871
91,Iran,Price of food items 1000Rials per kg ,Meat,9,194.1264984
91,Iran,Price of food items 1000Rials per kg ,Sugar,9,43.77020827
91,Iran,Price of food items 1000Rials per kg ,Yogurt,9,19.80144359
91,Iran,Price of food items 1000Rials per kg ,Sugar,7,38.6186924
91,Iran,Price of food items 1000Rials per kg ,Fruit,7,17.864327
91,Iran,Price of food items 1000Rials per kg ,Bread,7,11.30430272
91,Iran,Price of food items 1000Rials per kg ,Fruit,4,17.09883239
91,Iran,Price of food items 1000Rials per kg ,Chicken,4,50.06586286
91,Iran,Price of food items 1000Rials per kg ,Bread,4,11.48854526
91,Iran,Price of food items 1000Rials per kg ,Milk,4,14.21460172
91,Iran,Price of food items 1000Rials per kg ,Rice,10,37.43546294
91,Iran,Price of food items 1000Rials per kg ,Fish,10,116.1646975
91,Iran,Price of food items 1000Rials per kg ,Meat,4,187.5889478
91,Iran,Price of food items 1000Rials per kg ,Rice,4,30.81105898
91,Iran,Price of food items 1000Rials per kg ,Sugar,4,32.42847641
91,Iran,Price of food items 1000Rials per kg ,Yogurt,4,19.39293315
91,Iran,Price of food items 1000Rials per kg ,Meat,8,192.0016974
91,Iran,Price of food items 1000Rials per kg ,Rice,8,34.14979828
91,Iran,Price of food items 1000Rials per kg ,Sugar,8,41.16054968
91,Iran,Price of food items 1000Rials per kg ,Fish,8,109.3445412
91,Iran,Price of food items 1000Rials per kg ,Yogurt,8,19.53566673
91,Iran,Price of food items 1000Rials per kg ,Fruit,8,18.26755796
91,Iran,Price of food items 1000Rials per kg ,Chicken,8,51.3748417
91,Iran,Price of food items 1000Rials per kg ,Bread,8,11.45630119
91,Iran,Price of food items 1000Rials per kg ,Milk,8,13.75381578
91,Iran,Price of food items 1000Rials per kg ,Meat,5,188.4843647
91,Iran,Price of food items 1000Rials per kg ,Sugar,5,35.90197723
91,Iran,Price of food items 1000Rials per kg ,Fish,5,103.9921015
91,Iran,Price of food items 1000Rials per kg ,Yogurt,5,19.20675701
91,Iran,Price of food items 1000Rials per kg ,Fruit,5,17.32055428
91,Iran,Price of food items 1000Rials per kg ,Bread,5,11.39040003
91,Iran,Price of food items 1000Rials per kg ,Milk,5,13.5867915
91,Iran,Price of food items 1000Rials per kg ,Rice,5,32.09811313
91,Iran,Price of food items 1000Rials per kg ,Chicken,5,50.06285284
91,Iran,Price of food items 1000Rials per kg ,Rice,7,32.39923129
91,Iran,Price of food items 1000Rials per kg ,Yogurt,7,18.9822447
91,Iran,Price of food items 1000Rials per kg ,Milk,7,13.68359292
91,Iran,Price of food items 1000Rials per kg ,Meat,7,190.1866662
91,Iran,Price of food items 1000Rials per kg ,Chicken,7,50.85073541
91,Iran,Price of food items 1000Rials per kg ,Yogurt,6,19.0142107
91,Iran,Price of food items 1000Rials per kg ,Fruit,6,17.46375708
91,Iran,Price of food items 1000Rials per kg ,Milk,6,13.20973122
91,Iran,Price of food items 1000Rials per kg ,Meat,6,188.6296552
91,Iran,Price of food items 1000Rials per kg ,Rice,6,32.33557962
91,Iran,Price of food items 1000Rials per kg ,Sugar,6,35.41022335
91,Iran,Price of food items 1000Rials per kg ,Chicken,6,50.78917383
91,Iran,Price of food items 1000Rials per kg ,Bread,6,11.51964811
91,Iran,Price of food items 1000Rials per kg ,Sugar,3,31.24585302
91,Iran,Price of food items 1000Rials per kg ,Yogurt,3,19.35895858
91,Iran,Price of food items 1000Rials per kg ,Fruit,3,16.64497355
91,Iran,Price of food items 1000Rials per kg ,Chicken,3,50.00082134
91,Iran,Price of food items 1000Rials per kg ,Bread,3,11.69947212
91,Iran,Price of food items 1000Rials per kg ,Fish,7,107.1830806
91,Iran,Price of food items 1000Rials per kg ,Sugar,2,28.67412871
91,Iran,Price of food items 1000Rials per kg ,Fruit,2,16.35312979
91,Iran,Price of food items 1000Rials per kg ,Bread,2,11.44369716
91,Iran,Price of food items 1000Rials per kg ,Milk,2,13.97695669
91,Iran,Price of food items 1000Rials per kg ,Fish,6,108.4640287
91,Iran,Price of food items 1000Rials per kg ,Sugar,1,26.07823929
91,Iran,Price of food items 1000Rials per kg ,Bread,1,11.70261658
91,Iran,Price of food items 1000Rials per kg ,Fish,4,104.5767445
91,Iran,Price of food items 1000Rials per kg ,Yogurt,2,19.07839001
91,Iran,Price of food items 1000Rials per kg ,Meat,2,185.8166591
91,Iran,Price of food items 1000Rials per kg ,Chicken,2,49.03058163
91,Iran,Price of food items 1000Rials per kg ,Rice,2,29.43968778
91,Iran,Price of food items 1000Rials per kg ,Fish,2,105.2535001
91,Iran,Price of food items 1000Rials per kg ,Meat,1,184.7863184
91,Iran,Price of food items 1000Rials per kg ,Yogurt,1,18.72751113
91,Iran,Price of food items 1000Rials per kg ,Chicken,1,48.18739587
91,Iran,Price of food items 1000Rials per kg ,Milk,3,14.32838297
91,Iran,Price of food items 1000Rials per kg ,Fruit,1,15.64501438
91,Iran,Price of food items 1000Rials per kg ,Milk,1,13.91120526
91,Iran,Price of food items 1000Rials per kg ,Meat,3,188.620842
91,Iran,Price of food items 1000Rials per kg ,Rice,3,30.57661154
91,Iran,Price of food items 1000Rials per kg ,Rice,1,28.9539022
91,Iran,Price of food items 1000Rials per kg ,Fish,3,105.4643685
91,Iran,Price of food items 1000Rials per kg ,Fish,1,104.3549462
90,Iran,Price of food items 1000Rials per kg ,Sugar,4,24.59002942
90,Iran,Price of food items 1000Rials per kg ,Fruit,4,12.21345147
90,Iran,Price of food items 1000Rials per kg ,Bread,4,9.223736371
90,Iran,Price of food items 1000Rials per kg ,Milk,4,7.391654692
90,Iran,Price of food items 1000Rials per kg ,Meat,5,130.2522134
90,Iran,Price of food items 1000Rials per kg ,Rice,5,21.9103347
90,Iran,Price of food items 1000Rials per kg ,Sugar,5,26.42251104
90,Iran,Price of food items 1000Rials per kg ,Fruit,5,12.58485546
90,Iran,Price of food items 1000Rials per kg ,Chicken,5,32.66287757
90,Iran,Price of food items 1000Rials per kg ,Bread,5,9.302531952
90,Iran,Price of food items 1000Rials per kg ,Milk,5,7.640942177
90,Iran,Price of food items 1000Rials per kg ,Rice,7,21.73468534
90,Iran,Price of food items 1000Rials per kg ,Sugar,7,29.28363732
90,Iran,Price of food items 1000Rials per kg ,Fish,7,71.70308448
90,Iran,Price of food items 1000Rials per kg ,Yogurt,7,11.98177809
90,Iran,Price of food items 1000Rials per kg ,Fruit,7,13.2035343
90,Iran,Price of food items 1000Rials per kg ,Bread,7,9.196101165
90,Iran,Price of food items 1000Rials per kg ,Milk,7,8.058308141
90,Iran,Price of food items 1000Rials per kg ,Meat,3,128.8380878
90,Iran,Price of food items 1000Rials per kg ,Sugar,3,23.55382641
90,Iran,Price of food items 1000Rials per kg ,Fruit,3,11.90350362
90,Iran,Price of food items 1000Rials per kg ,Chicken,3,32.26248702
90,Iran,Price of food items 1000Rials per kg ,Bread,3,9.349908927
90,Iran,Price of food items 1000Rials per kg ,Milk,3,7.820780157
90,Iran,Price of food items 1000Rials per kg ,Fish,5,69.72056054
90,Iran,Price of food items 1000Rials per kg ,Yogurt,5,11.97339178
90,Iran,Price of food items 1000Rials per kg ,Chicken,7,33.12172744
90,Iran,Price of food items 1000Rials per kg ,Rice,2,19.81146273
90,Iran,Price of food items 1000Rials per kg ,Sugar,2,22.21695685
90,Iran,Price of food items 1000Rials per kg ,Fruit,2,11.55997491
90,Iran,Price of food items 1000Rials per kg ,Bread,2,9.314717818
90,Iran,Price of food items 1000Rials per kg ,Milk,2,7.428445822
90,Iran,Price of food items 1000Rials per kg ,Meat,10,134.3892198
90,Iran,Price of food items 1000Rials per kg ,Sugar,10,36.42809256
90,Iran,Price of food items 1000Rials per kg ,Fish,10,77.26179175
90,Iran,Price of food items 1000Rials per kg ,Fruit,10,14.71592173
90,Iran,Price of food items 1000Rials per kg ,Chicken,10,35.11891987
90,Iran,Price of food items 1000Rials per kg ,Bread,10,9.235715895
90,Iran,Price of food items 1000Rials per kg ,Milk,10,8.366756799
90,Iran,Price of food items 1000Rials per kg ,Meat,7,130.9749986
90,Iran,Price of food items 1000Rials per kg ,Sugar,8,30.86526542
90,Iran,Price of food items 1000Rials per kg ,Fruit,8,13.69102176
90,Iran,Price of food items 1000Rials per kg ,Bread,8,11.57090927
90,Iran,Price of food items 1000Rials per kg ,Meat,6,131.713136
90,Iran,Price of food items 1000Rials per kg ,Sugar,6,27.65964332
90,Iran,Price of food items 1000Rials per kg ,Fish,6,70.02745572
90,Iran,Price of food items 1000Rials per kg ,Fruit,6,12.85488594
90,Iran,Price of food items 1000Rials per kg ,Bread,6,9.325818884
90,Iran,Price of food items 1000Rials per kg ,Milk,6,8.133785284
90,Iran,Price of food items 1000Rials per kg ,Meat,9,132.0248312
90,Iran,Price of food items 1000Rials per kg ,Sugar,9,32.60658877
90,Iran,Price of food items 1000Rials per kg ,Yogurt,9,11.77509652
90,Iran,Price of food items 1000Rials per kg ,Fruit,9,13.8657132
90,Iran,Price of food items 1000Rials per kg ,Chicken,9,33.93645043
90,Iran,Price of food items 1000Rials per kg ,Bread,9,9.11712026
90,Iran,Price of food items 1000Rials per kg ,Milk,9,7.919700445
90,Iran,Price of food items 1000Rials per kg ,Fish,3,69.60798803
90,Iran,Price of food items 1000Rials per kg ,Meat,8,131.9798279
90,Iran,Price of food items 1000Rials per kg ,Chicken,8,33.55775083
90,Iran,Price of food items 1000Rials per kg ,Milk,8,8.044934208
90,Iran,Price of food items 1000Rials per kg ,Yogurt,3,11.91618535
90,Iran,Price of food items 1000Rials per kg ,Sugar,1,21.1720187
90,Iran,Price of food items 1000Rials per kg ,Fruit,1,11.2104997
90,Iran,Price of food items 1000Rials per kg ,Chicken,1,31.38130918
90,Iran,Price of food items 1000Rials per kg ,Bread,1,9.483403009
90,Iran,Price of food items 1000Rials per kg ,Milk,1,7.163440229
90,Iran,Price of food items 1000Rials per kg ,Rice,10,24.24543917
90,Iran,Price of food items 1000Rials per kg ,Yogurt,10,12.18931276
90,Iran,Price of food items 1000Rials per kg ,Rice,9,22.74215242
90,Iran,Price of food items 1000Rials per kg ,Rice,8,22.33695712
90,Iran,Price of food items 1000Rials per kg ,Fish,8,72.70918565
90,Iran,Price of food items 1000Rials per kg ,Yogurt,8,11.88715142
90,Iran,Price of food items 1000Rials per kg ,Fish,9,72.53623807
90,Iran,Price of food items 1000Rials per kg ,Chicken,4,32.3709889
90,Iran,Price of food items 1000Rials per kg ,Chicken,6,32.84848475
90,Iran,Price of food items 1000Rials per kg ,Rice,6,21.40755921
90,Iran,Price of food items 1000Rials per kg ,Meat,4,129.772363
90,Iran,Price of food items 1000Rials per kg ,Rice,4,20.79223777
90,Iran,Price of food items 1000Rials per kg ,Yogurt,4,12.0620121
90,Iran,Price of food items 1000Rials per kg ,Yogurt,6,11.85442382
90,Iran,Price of food items 1000Rials per kg ,Meat,1,120.0798785
90,Iran,Price of food items 1000Rials per kg ,Rice,1,19.5658062
90,Iran,Price of food items 1000Rials per kg ,Yogurt,1,11.78659988
90,Iran,Price of food items 1000Rials per kg ,Fish,4,72.60003769
90,Iran,Price of food items 1000Rials per kg ,Meat,2,127.1282212
90,Iran,Price of food items 1000Rials per kg ,Rice,3,20.40833797
90,Iran,Price of food items 1000Rials per kg ,Fish,1,71.70975242
90,Iran,Price of food items 1000Rials per kg ,Fish,2,71.0102616
90,Iran,Price of food items 1000Rials per kg ,Yogurt,2,11.90598935
90,Iran,Price of food items 1000Rials per kg ,Chicken,2,31.99746204
89,Iran,Price of food items 1000Rials per kg ,Meat,9,117.1933692
89,Iran,Price of food items 1000Rials per kg ,Sugar,9,27.58460438
89,Iran,Price of food items 1000Rials per kg ,Fruit,9,11.87966349
89,Iran,Price of food items 1000Rials per kg ,Chicken,9,30.10498552
89,Iran,Price of food items 1000Rials per kg ,Bread,9,4.906881338
89,Iran,Price of food items 1000Rials per kg ,Milk,9,5.746541897
89,Iran,Price of food items 1000Rials per kg ,Sugar,7,24.50312221
89,Iran,Price of food items 1000Rials per kg ,Fruit,7,11.1885927
89,Iran,Price of food items 1000Rials per kg ,Bread,7,4.455122085
89,Iran,Price of food items 1000Rials per kg ,Milk,7,5.198928249
89,Iran,Price of food items 1000Rials per kg ,Meat,6,115.8842638
89,Iran,Price of food items 1000Rials per kg ,Sugar,6,22.3945217
89,Iran,Price of food items 1000Rials per kg ,Chicken,6,29.7101285
89,Iran,Price of food items 1000Rials per kg ,Bread,6,4.447808635
89,Iran,Price of food items 1000Rials per kg ,Milk,6,5.273313489
89,Iran,Price of food items 1000Rials per kg ,Fish,6,59.96740127
89,Iran,Price of food items 1000Rials per kg ,Fruit,6,10.87130722
89,Iran,Price of food items 1000Rials per kg ,Rice,9,19.14419547
89,Iran,Price of food items 1000Rials per kg ,Fish,9,63.02117738
89,Iran,Price of food items 1000Rials per kg ,Yogurt,9,10.0680169
89,Iran,Price of food items 1000Rials per kg ,Sugar,3,20.57085055
89,Iran,Price of food items 1000Rials per kg ,Fruit,3,10.18815184
89,Iran,Price of food items 1000Rials per kg ,Bread,3,4.064263989
89,Iran,Price of food items 1000Rials per kg ,Milk,3,5.768415539
89,Iran,Price of food items 1000Rials per kg ,Sugar,10,30.70447593
89,Iran,Price of food items 1000Rials per kg ,Yogurt,10,10.39894664
89,Iran,Price of food items 1000Rials per kg ,Fruit,10,12.97581378
89,Iran,Price of food items 1000Rials per kg ,Bread,10,5.446532917
89,Iran,Price of food items 1000Rials per kg ,Meat,7,115.5614706
89,Iran,Price of food items 1000Rials per kg ,Yogurt,7,10.15880984
89,Iran,Price of food items 1000Rials per kg ,Meat,8,116.4570748
89,Iran,Price of food items 1000Rials per kg ,Rice,8,18.82756444
89,Iran,Price of food items 1000Rials per kg ,Fruit,8,11.56023161
89,Iran,Price of food items 1000Rials per kg ,Bread,8,4.767690422
89,Iran,Price of food items 1000Rials per kg ,Milk,8,5.836508572
89,Iran,Price of food items 1000Rials per kg ,Meat,10,118.3638195
89,Iran,Price of food items 1000Rials per kg ,Fish,10,66.41011961
89,Iran,Price of food items 1000Rials per kg ,Chicken,10,30.88612459
89,Iran,Price of food items 1000Rials per kg ,Milk,10,5.849599638
89,Iran,Price of food items 1000Rials per kg ,Rice,6,18.00994444
89,Iran,Price of food items 1000Rials per kg ,Yogurt,6,10.16917042
89,Iran,Price of food items 1000Rials per kg ,Rice,7,18.66236754
89,Iran,Price of food items 1000Rials per kg ,Fish,7,63.54180248
89,Iran,Price of food items 1000Rials per kg ,Chicken,7,29.5619738
89,Iran,Price of food items 1000Rials per kg ,Meat,4,115.6532839
89,Iran,Price of food items 1000Rials per kg ,Sugar,4,21.33225617
89,Iran,Price of food items 1000Rials per kg ,Yogurt,4,10.07407853
89,Iran,Price of food items 1000Rials per kg ,Fruit,4,10.53630771
89,Iran,Price of food items 1000Rials per kg ,Chicken,4,29.33981447
89,Iran,Price of food items 1000Rials per kg ,Bread,4,4.397151845
89,Iran,Price of food items 1000Rials per kg ,Milk,4,5.204334014
89,Iran,Price of food items 1000Rials per kg ,Sugar,8,25.82124098
89,Iran,Price of food items 1000Rials per kg ,Yogurt,8,10.06391819
89,Iran,Price of food items 1000Rials per kg ,Chicken,8,30.10663155
89,Iran,Price of food items 1000Rials per kg ,Rice,10,20.44105503
89,Iran,Price of food items 1000Rials per kg ,Fish,8,62.06858161
89,Iran,Price of food items 1000Rials per kg ,Fruit,5,10.63468455
89,Iran,Price of food items 1000Rials per kg ,Chicken,5,29.41918456
89,Iran,Price of food items 1000Rials per kg ,Bread,5,4.369497262
89,Iran,Price of food items 1000Rials per kg ,Milk,5,5.824378496
89,Iran,Price of food items 1000Rials per kg ,Meat,5,114.7041029
89,Iran,Price of food items 1000Rials per kg ,Sugar,5,21.69510387
89,Iran,Price of food items 1000Rials per kg ,Fish,5,60.32618343
89,Iran,Price of food items 1000Rials per kg ,Yogurt,5,10.29109623
89,Iran,Price of food items 1000Rials per kg ,Rice,5,17.85367698
89,Iran,Price of food items 1000Rials per kg ,Yogurt,3,10.23525585
89,Iran,Price of food items 1000Rials per kg ,Meat,3,114.6871979
89,Iran,Price of food items 1000Rials per kg ,Chicken,3,28.90474429
89,Iran,Price of food items 1000Rials per kg ,Meat,2,110.9776885
89,Iran,Price of food items 1000Rials per kg ,Yogurt,2,10.16279084
89,Iran,Price of food items 1000Rials per kg ,Fruit,2,10.06708424
89,Iran,Price of food items 1000Rials per kg ,Bread,2,3.778664173
89,Iran,Price of food items 1000Rials per kg ,Milk,2,5.216370122
89,Iran,Price of food items 1000Rials per kg ,Rice,3,17.16204516
89,Iran,Price of food items 1000Rials per kg ,Fish,4,61.04427561
89,Iran,Price of food items 1000Rials per kg ,Fruit,1,9.356284129
89,Iran,Price of food items 1000Rials per kg ,Bread,1,3.78958824
89,Iran,Price of food items 1000Rials per kg ,Milk,1,4.76195578
89,Iran,Price of food items 1000Rials per kg ,Sugar,2,19.7344638
89,Iran,Price of food items 1000Rials per kg ,Fish,2,59.3433364
89,Iran,Price of food items 1000Rials per kg ,Chicken,2,28.95487418
89,Iran,Price of food items 1000Rials per kg ,Rice,1,16.30623308
89,Iran,Price of food items 1000Rials per kg ,Sugar,1,17.2581183
89,Iran,Price of food items 1000Rials per kg ,Yogurt,1,9.888052762
89,Iran,Price of food items 1000Rials per kg ,Fish,3,59.01920475
89,Iran,Price of food items 1000Rials per kg ,Rice,2,16.70216788
89,Iran,Price of food items 1000Rials per kg ,Meat,1,109.5065092
89,Iran,Price of food items 1000Rials per kg ,Rice,4,17.40755936
89,Iran,Price of food items 1000Rials per kg ,Chicken,1,28.1893852
89,Iran,Price of food items 1000Rials per kg ,Fish,1,59.12648111
88,Iran,Price of food items 1000Rials per kg ,Meat,6,90.98372293
88,Iran,Price of food items 1000Rials per kg ,Rice,6,17.63209081
88,Iran,Price of food items 1000Rials per kg ,Sugar,6,17.27927207
88,Iran,Price of food items 1000Rials per kg ,Fish,6,56.00043416
88,Iran,Price of food items 1000Rials per kg ,Fruit,6,10.55230729
88,Iran,Price of food items 1000Rials per kg ,Bread,6,2.891146084
88,Iran,Price of food items 1000Rials per kg ,Milk,6,4.509111522
88,Iran,Price of food items 1000Rials per kg ,Meat,7,89.63856758
88,Iran,Price of food items 1000Rials per kg ,Rice,7,18.06264961
88,Iran,Price of food items 1000Rials per kg ,Sugar,7,18.63563228
88,Iran,Price of food items 1000Rials per kg ,Fish,7,55.50647431
88,Iran,Price of food items 1000Rials per kg ,Yogurt,7,9.290588597
88,Iran,Price of food items 1000Rials per kg ,Fruit,7,10.36062082
88,Iran,Price of food items 1000Rials per kg ,Chicken,7,24.80023767
88,Iran,Price of food items 1000Rials per kg ,Bread,7,2.801094153
88,Iran,Price of food items 1000Rials per kg ,Milk,7,4.445415756
88,Iran,Price of food items 1000Rials per kg ,Sugar,5,16.42557537
88,Iran,Price of food items 1000Rials per kg ,Fish,5,56.39743217
88,Iran,Price of food items 1000Rials per kg ,Bread,5,2.752282282
88,Iran,Price of food items 1000Rials per kg ,Sugar,3,13.75903779
88,Iran,Price of food items 1000Rials per kg ,Yogurt,3,9.399098302
88,Iran,Price of food items 1000Rials per kg ,Fruit,3,9.546004682
88,Iran,Price of food items 1000Rials per kg ,Bread,3,2.579194185
88,Iran,Price of food items 1000Rials per kg ,Milk,3,4.685947039
88,Iran,Price of food items 1000Rials per kg ,Chicken,6,25.15855994
88,Iran,Price of food items 1000Rials per kg ,Meat,10,91.28148687
88,Iran,Price of food items 1000Rials per kg ,Rice,10,19.90127249
88,Iran,Price of food items 1000Rials per kg ,Sugar,10,24.914448
88,Iran,Price of food items 1000Rials per kg ,Yogurt,10,9.590990616
88,Iran,Price of food items 1000Rials per kg ,Fruit,10,11.6956978
88,Iran,Price of food items 1000Rials per kg ,Bread,10,3.579381005
88,Iran,Price of food items 1000Rials per kg ,Milk,10,5.45398416
88,Iran,Price of food items 1000Rials per kg ,Meat,9,91.33978634
88,Iran,Price of food items 1000Rials per kg ,Sugar,9,21.90435875
88,Iran,Price of food items 1000Rials per kg ,Fish,9,57.20269567
88,Iran,Price of food items 1000Rials per kg ,Fruit,9,11.19651429
88,Iran,Price of food items 1000Rials per kg ,Chicken,9,25.4419655
88,Iran,Price of food items 1000Rials per kg ,Bread,9,3.23414246
88,Iran,Price of food items 1000Rials per kg ,Milk,9,4.995072116
88,Iran,Price of food items 1000Rials per kg ,Yogurt,9,9.515090384
88,Iran,Price of food items 1000Rials per kg ,Fish,10,60.84492616
88,Iran,Price of food items 1000Rials per kg ,Chicken,10,25.80080434
88,Iran,Price of food items 1000Rials per kg ,Meat,8,90.38570683
88,Iran,Price of food items 1000Rials per kg ,Rice,8,18.34533479
88,Iran,Price of food items 1000Rials per kg ,Sugar,8,19.45325735
88,Iran,Price of food items 1000Rials per kg ,Fruit,8,10.80141742
88,Iran,Price of food items 1000Rials per kg ,Chicken,8,25.12501067
88,Iran,Price of food items 1000Rials per kg ,Bread,8,2.957826248
88,Iran,Price of food items 1000Rials per kg ,Milk,8,4.623155907
88,Iran,Price of food items 1000Rials per kg ,Meat,5,90.78309646
88,Iran,Price of food items 1000Rials per kg ,Yogurt,5,9.589453311
88,Iran,Price of food items 1000Rials per kg ,Fruit,5,10.10807596
88,Iran,Price of food items 1000Rials per kg ,Milk,5,4.675182736
88,Iran,Price of food items 1000Rials per kg ,Rice,5,17.32653329
88,Iran,Price of food items 1000Rials per kg ,Chicken,5,24.64468598
88,Iran,Price of food items 1000Rials per kg ,Yogurt,6,9.432168878
88,Iran,Price of food items 1000Rials per kg ,Meat,4,91.01889677
88,Iran,Price of food items 1000Rials per kg ,Rice,4,16.50270517
88,Iran,Price of food items 1000Rials per kg ,Sugar,4,14.12911188
88,Iran,Price of food items 1000Rials per kg ,Fruit,4,9.866615273
88,Iran,Price of food items 1000Rials per kg ,Chicken,4,25.12846987
88,Iran,Price of food items 1000Rials per kg ,Bread,4,2.625254362
88,Iran,Price of food items 1000Rials per kg ,Milk,4,4.045857704
88,Iran,Price of food items 1000Rials per kg ,Fish,3,53.98081553
88,Iran,Price of food items 1000Rials per kg ,Chicken,3,24.57126177
88,Iran,Price of food items 1000Rials per kg ,Yogurt,8,9.388948201
88,Iran,Price of food items 1000Rials per kg ,Fish,8,56.2576473
88,Iran,Price of food items 1000Rials per kg ,Sugar,2,13.30071432
88,Iran,Price of food items 1000Rials per kg ,Fish,2,60.26389298
88,Iran,Price of food items 1000Rials per kg ,Fruit,2,9.33111578
88,Iran,Price of food items 1000Rials per kg ,Bread,2,2.471785187
88,Iran,Price of food items 1000Rials per kg ,Milk,2,4.166766377
88,Iran,Price of food items 1000Rials per kg ,Rice,9,18.73534951
88,Iran,Price of food items 1000Rials per kg ,Sugar,1,11.03972278
88,Iran,Price of food items 1000Rials per kg ,Fruit,1,9.169474088
88,Iran,Price of food items 1000Rials per kg ,Chicken,1,23.83428335
88,Iran,Price of food items 1000Rials per kg ,Bread,1,2.423247861
88,Iran,Price of food items 1000Rials per kg ,Milk,1,3.415620533
88,Iran,Price of food items 1000Rials per kg ,Rice,3,16.41500459
88,Iran,Price of food items 1000Rials per kg ,Meat,2,91.82454773
88,Iran,Price of food items 1000Rials per kg ,Yogurt,2,9.741559072
88,Iran,Price of food items 1000Rials per kg ,Chicken,2,24.28452974
88,Iran,Price of food items 1000Rials per kg ,Meat,3,88.95087896
88,Iran,Price of food items 1000Rials per kg ,Meat,1,92.68090446
88,Iran,Price of food items 1000Rials per kg ,Rice,2,16.14058747
88,Iran,Price of food items 1000Rials per kg ,Fish,1,51.6940386
88,Iran,Price of food items 1000Rials per kg ,Fish,4,56.11006046
