"","a_HHID","a_year","a_ID","calc_EqSize","calc_real.decile","calc_nom.decile","calc_poverty.line","calc_final.poor","calc_poverty.gap","calc_povery.intensity"
"1",10001000120,"1395","139510001000120",1.7,"1","2",4383419.5570788,1,0.297965329365391,0.0887833375038259
"2",10001000123,"1395","139510001000123",3.1,"1","1",4383419.5570788,1,0.52823782759312,0.279035202500299
"3",10001000126,"1395","139510001000126",1,"5","5",4383419.5570788,0,NA,NA
"4",10001000129,"1395","139510001000129",1,"3","3",4383419.5570788,1,0.084055522717045,0.00706533089923567
"5",10001000132,"1395","139510001000132",1.7,"4","5",4383419.5570788,0,NA,NA
"6",10001000135,"1395","139510001000135",1.7,"10","10",4383419.5570788,0,NA,NA
"7",10001000221,"1395","139510001000221",1,"6","6",4383419.5570788,0,NA,NA
"8",10001000223,"1395","139510001000223",3.1,"7","7",4383419.5570788,0,NA,NA
"9",10001000226,"1395","139510001000226",1.7,"8","8",4383419.5570788,0,NA,NA
"10",10001000229,"1395","139510001000229",2.4,"7","7",4383419.5570788,0,NA,NA
"11",10001000232,"1395","139510001000232",2.4,"7","7",4383419.5570788,0,NA,NA
"12",10001000235,"1395","139510001000235",2.2,"4","3",4383419.5570788,1,0.171355357504616,0.0293626585455349
"13",10001000319,"1395","139510001000319",3.1,"6","6",4383419.5570788,0,NA,NA
"14",10001000320,"1395","139510001000320",2.4,"10","10",4383419.5570788,0,NA,NA
"15",10001000326,"1395","139510001000326",2.9,"6","6",4383419.5570788,0,NA,NA
"16",10001000329,"1395","139510001000329",1.7,"9","9",4383419.5570788,0,NA,NA
"17",10001000332,"1395","139510001000332",3.1,"8","7",4383419.5570788,0,NA,NA
"18",10001000335,"1395","139510001000335",1.7,"8","7",4383419.5570788,0,NA,NA
"19",10001000422,"1395","139510001000422",2.7,"5","6",4383419.5570788,0,NA,NA
"20",10001000423,"1395","139510001000423",3.1,"5","5",4383419.5570788,0,NA,NA
"21",10001000426,"1395","139510001000426",2.7,"8","8",4383419.5570788,0,NA,NA
"22",10001000429,"1395","139510001000429",3.2,"5","5",4383419.5570788,0,NA,NA
"23",10001000432,"1395","139510001000432",2.2,"8","8",4383419.5570788,0,NA,NA
"24",10001000522,"1395","139510001000522",2.9,"8","8",4383419.5570788,0,NA,NA
"25",10001000523,"1395","139510001000523",3.1,"8","8",4383419.5570788,0,NA,NA
"26",10001000525,"1395","139510001000525",1.7,"9","9",4383419.5570788,0,NA,NA
"27",10001000529,"1395","139510001000529",1.7,"7","7",4383419.5570788,0,NA,NA
"28",10001000532,"1395","139510001000532",2.4,"5","6",4383419.5570788,0,NA,NA
"29",10001000535,"1395","139510001000535",3.1,"4","4",4383419.5570788,0,NA,NA
"30",10001000621,"1395","139510001000621",3.1,"6","6",4383419.5570788,0,NA,NA
"31",10001000623,"1395","139510001000623",1.7,"5","6",4383419.5570788,0,NA,NA
"32",10001000627,"1395","139510001000627",2.7,"8","8",4383419.5570788,0,NA,NA
"33",10001000628,"1395","139510001000628",2.2,"8","8",4383419.5570788,0,NA,NA
"34",10001000632,"1395","139510001000632",3.1,"1","2",4383419.5570788,1,0.354828626047387,0.125903353862676
"35",10001000635,"1395","139510001000635",2.4,"7","7",4383419.5570788,0,NA,NA
"36",10001000720,"1395","139510001000720",3.4,"9","9",4383419.5570788,0,NA,NA
"37",10001000723,"1395","139510001000723",2.4,"9","9",4383419.5570788,0,NA,NA
"38",10001000726,"1395","139510001000726",2.4,"7","7",4383419.5570788,0,NA,NA
"39",10001000728,"1395","139510001000728",2.7,"7","7",4383419.5570788,0,NA,NA
"40",10001000732,"1395","139510001000732",3.4,"9","9",4383419.5570788,0,NA,NA
"41",10001000735,"1395","139510001000735",1.7,"9","9",4383419.5570788,0,NA,NA
"42",10001000820,"1395","139510001000820",2.7,"3","4",4383419.5570788,0,NA,NA
"43",10001000823,"1395","139510001000823",1,"5","6",4383419.5570788,0,NA,NA
"44",10001000827,"1395","139510001000827",2.2,"9","9",4383419.5570788,0,NA,NA
"45",10001000829,"1395","139510001000829",4.3,"4","5",4383419.5570788,0,NA,NA
"46",10001000832,"1395","139510001000832",2.7,"7","7",4383419.5570788,0,NA,NA
"47",10001000835,"1395","139510001000835",2.7,"6","5",4383419.5570788,0,NA,NA
"48",10001000921,"1395","139510001000921",2.9,"8","8",4383419.5570788,0,NA,NA
"49",10001000923,"1395","139510001000923",2.7,"7","7",4383419.5570788,0,NA,NA
"50",10001000929,"1395","139510001000929",2.2,"8","8",4383419.5570788,0,NA,NA
"51",10001000930,"1395","139510001000930",3.1,"9","8",4383419.5570788,0,NA,NA
"52",10001000932,"1395","139510001000932",2.9,"9","9",4383419.5570788,0,NA,NA
"53",10001000935,"1395","139510001000935",1.5,"9","9",4383419.5570788,0,NA,NA
"54",10001001020,"1395","139510001001020",3.6,"4","4",4383419.5570788,0,NA,NA
"55",10001001024,"1395","139510001001024",3.6,"3","4",4383419.5570788,0,NA,NA
"56",10001001025,"1395","139510001001025",1.7,"8","7",4383419.5570788,0,NA,NA
"57",10001001029,"1395","139510001001029",3.2,"1","2",4383419.5570788,1,0.317283614522314,0.100668892044345
"58",10001001032,"1395","139510001001032",2.7,"2","3",4383419.5570788,1,0.124903493589415,0.015600882710841
"59",10001001035,"1395","139510001001035",4.1,"3","4",4383419.5570788,0,NA,NA
"60",10001001123,"1395","139510001001123",2.4,"9","8",4383419.5570788,0,NA,NA
"61",10001001124,"1395","139510001001124",3.1,"6","6",4383419.5570788,0,NA,NA
"62",10001001125,"1395","139510001001125",1.7,"8","8",4383419.5570788,0,NA,NA
"63",10001001127,"1395","139510001001127",2.4,"10","9",4383419.5570788,0,NA,NA
"64",10001001132,"1395","139510001001132",2.4,"10","10",4383419.5570788,0,NA,NA
"65",10001001135,"1395","139510001001135",2.2,"10","10",4383419.5570788,0,NA,NA
"66",10001001219,"1395","139510001001219",2.7,"10","10",4383419.5570788,0,NA,NA
"67",10001001223,"1395","139510001001223",2.4,"8","8",4383419.5570788,0,NA,NA
"68",10001001226,"1395","139510001001226",2.4,"10","9",4383419.5570788,0,NA,NA
"69",10001001229,"1395","139510001001229",3.1,"9","9",4383419.5570788,0,NA,NA
"70",10001001232,"1395","139510001001232",1.7,"10","9",4383419.5570788,0,NA,NA
"71",10001001235,"1395","139510001001235",3.8,"8","7",4383419.5570788,0,NA,NA
"72",10001001321,"1395","139510001001321",2.2,"8","7",4383419.5570788,0,NA,NA
"73",10001001323,"1395","139510001001323",2.4,"3","3",4383419.5570788,1,0.0113575264290115,0.000128993406585696
"74",10001001326,"1395","139510001001326",2.2,"8","7",4383419.5570788,0,NA,NA
"75",10001001327,"1395","139510001001327",3.1,"5","5",4383419.5570788,0,NA,NA
"76",10001001332,"1395","139510001001332",2.4,"8","8",4383419.5570788,0,NA,NA
"77",10001001335,"1395","139510001001335",3.8,"3","4",4383419.5570788,0,NA,NA
"78",10001001420,"1395","139510001001420",1,"10","9",4383419.5570788,0,NA,NA
"79",10001001423,"1395","139510001001423",1,"4","4",4383419.5570788,0,NA,NA
"80",10001001425,"1395","139510001001425",2.7,"1","1",4383419.5570788,1,0.571975985255475,0.327156527708972
"81",10001001429,"1395","139510001001429",3.8,"1","2",4383419.5570788,1,0.307304593787372,0.0944361133628216
"82",10001001432,"1395","139510001001432",2.2,"6","6",4383419.5570788,0,NA,NA
"83",10001001435,"1395","139510001001435",2.4,"7","7",4383419.5570788,0,NA,NA
"84",10001001523,"1395","139510001001523",1.7,"9","8",4383419.5570788,0,NA,NA
"85",10001001524,"1395","139510001001524",2.4,"5","5",4383419.5570788,0,NA,NA
"86",10001001526,"1395","139510001001526",1,"7","7",4383419.5570788,0,NA,NA
"87",10001001529,"1395","139510001001529",2.9,"5","5",4383419.5570788,0,NA,NA
"88",10001001532,"1395","139510001001532",2.2,"6","6",4383419.5570788,0,NA,NA
"89",10001001535,"1395","139510001001535",1,"7","7",4383419.5570788,0,NA,NA
"90",10001001620,"1395","139510001001620",2.4,"5","5",4383419.5570788,0,NA,NA
"91",10001001623,"1395","139510001001623",1,"4","4",4383419.5570788,0,NA,NA
"92",10001001626,"1395","139510001001626",2.2,"1","2",4383419.5570788,1,0.335878836996648,0.112814593142221
"93",10001001630,"1395","139510001001630",4.3,"2","3",4383419.5570788,1,0.0997272839164788,0.00994553115735796
"94",10001001632,"1395","139510001001632",1.7,"7","7",4383419.5570788,0,NA,NA
"95",10001001635,"1395","139510001001635",3.6,"2","2",4383419.5570788,1,0.24286630210816,0.0589840406996922
"96",10001001719,"1395","139510001001719",3.6,"1","2",4383419.5570788,1,0.363212320302097,0.131923189619233
"97",10001001720,"1395","139510001001720",3.8,"3","4",4383419.5570788,0,NA,NA
"98",10001001728,"1395","139510001001728",2,"2","3",4383419.5570788,1,0.126990096192869,0.016126484531074
"99",10001001729,"1395","139510001001729",3.2,"2","3",4383419.5570788,1,0.119735881970844,0.0143366814313358
"100",10001001732,"1395","139510001001732",2.2,"4","4",4383419.5570788,0,NA,NA
"101",10001001735,"1395","139510001001735",2.4,"1","2",4383419.5570788,1,0.267600249691903,0.071609893635169
